,Unnamed: 0,Job Title,role_code,Category,Industry,Average/Salary Per Year
11370,20038,technical solutions specialist iv,11543,,,
11371,20040,process asscociate,7520,,,
11372,20041,claims benefits specialist,1768,,,
11373,20044,sap basis,8979,,,
11374,20046,it butler,5488,,,
11375,20050,contract support professional,2147,,,
11376,20051,technical support representative for lenovo,11612,,,
11377,20052,sales expert for dell,8908,,,
11378,20056,service transition manager,10243,,,
11379,20057,bim architect,1196,,,
11380,20058,senior architect 5,9279,,,
11381,20059,junior architect 1,5757,,,
11382,20060,junior architect 2,5758,,,
11383,20061,architectural assistant,542,,,
11384,20064,unix system administrator for hewlett-packard philippines.,12030,,,
11385,20072,it administrative assistant,5462,,,
11386,20073,information technology support engineer,5205,,,
11387,20075,account delivery manager,64,,,
11388,20076,account service manager / it service management lead,121,,,
11389,20077,high priority incident manager lead and high priority incident management process owner,4341,,,
11390,20078,critical incident manager,2421,,,
11391,20079,high severity incident manager,4345,,,
11392,20081,incident coordinator,5096,,,
11393,20082,unix / linux technical consultant (cathay pacific asia),12024,,,
11394,20083,unix / linux system administrator (hpi/hpe split project),12023,,,
11395,20084,it operations analyst,5550,,,
11396,20086,technical support representative (cincinnati bell),11600,,,
11397,20087,customer service representative (sage accounting software),2621,,,
11398,20089,siebel administrator/consultant,10293,,,
11399,20090,jr. quality assurance engineer (network team),5734,,,
11400,20092,office staff/local planner,6877,,,
11401,20094,obiee and spotfire developer/support ,6852,,,
11402,20095,obiee and spotfire developer/support at dxc technology,6853,,,
11403,20098,anz wintel operations manager,441,,,
11404,20099,ams wintel operations manager,371,,,
11405,20100,technology lead,11685,,,
11406,20101,data center supervisor,2742,,,
11407,20104,administrative specialist,307,Energy and Utilities,Fossil Fuel Power Generation,360000.0
11408,20106,medical records specialist,6622,Health Care,Emergency Medical Services,180000.0
11409,20108,quality assurance associate,8191,,,
11410,20111,trainee/clerk,11845,,,
11411,20112,contact center agent,2108,,,
11412,20115,area operation support,563,,,
11413,20116,biomedical equipment technician ii,1198,,,
11414,20117,information tester,5212,,,
11415,20120,document qa analyst,3122,,,
11416,20123,ph senior talent acquisition partner,7310,,,
11417,20124,ph talent acquisition partner - digital (dig) and application development & innovation (adi),7311,,,
11418,20125,"talent acquisition sourcing coordinator - hr, center support and shared services",11215,,,
11419,20126,talent acquisition enablement coordinator - ibm referral program,11193,,,
11420,20127,graduate hire specialist (university recruiter),4063,,,
11421,20129,user experience architect,12048,Technology,Telecommunications,1320000.0
11422,20132,part time lecturer for user experience design ,7192,,,
11423,20133,principal user experience designer / solutions architect,7484,,,
11424,20134,cofounder / general manager,1886,,,
11425,20135,senior ux engineer / product experience lead,10108,,,
11426,20136,senior technical writer,10092,Professional Services,Auditing and Business Advisory Services,1000000.0
11427,20137,web and applications developer,12224,,,
11428,20138,documentation and graphics manager,3123,,,
11429,20139,assistant production head and creative lead,720,,,
11430,20141,data warehouse administrator,2805,,,
11431,20143,senior sap sd consultant – technical consultant,9896,,,
11432,20145,senior sap sd consultant – technical consultant ,9897,,,
11433,20146,senior sap sd support analyst,9898,,,
11434,20147,senior sap sales and distribution,9895,,,
11435,20148,sap sd consultant / system analyst,9072,,,
11436,20149,sap sd consultant,9069,,,
11437,20150,master data it in sap ecc project implementations,6551,,,
11438,20151,end-to-end master data pm,3264,,,
11439,20152,master data coe,6549,,,
11440,20153,master data migration it in sap ecc project implementations,6557,,,
11441,20158,master data migration it row leader in sap ecc project implementations,6558,,,
11442,20159,cadette industrial engineer,1539,,,
11443,20161,service reporting process manager ,10235,,,
11444,20162,val jalijali - event host,12064,,,
11445,20164,sap consultant (level 2 incident resolution specialist),8998,,,
11446,20167,associate manager - database management,882,,,
11447,20168,service delivery consultant - dba projects sme,10147,,,
11448,20169,service delivery consultant - dba projects sme - consultant,10148,,,
11449,20170,dba - technical consultant,2825,,,
11450,20171,ito database administrator consultant 3 - dts,5649,,,
11451,20172,sr ops database administrator engineer,10668,,,
11452,20174,"leader, ito/cloud philippines service line",6045,,,
11453,20175,"leader, enterprise application operations asia pacific region",6044,,,
11454,20182,sap fico consultant l3 ,9015,,,
11455,20186,supply chain management - purchasing intern,11020,,,
11456,20187,production planning and control intern,7785,,,
11457,20189,project control services associate,7904,,,
11458,20191,ito service delivery consultant iv,5659,,,
11459,20192,enterprise solutions architect,3336,,,
11460,20193,infrastructure specialist iii - ibm aix/unix,5220,,,
11461,20194,data center specialist ii,2741,,,
11462,20195,corp it operation officer i,2207,,,
11463,20196,systems/network/database administrator,11162,,,
11464,20199,account security officer - support,116,,,
11465,20200,assistant it officer,634,,,
11466,20201,delivery lead - data center services,2856,,,
11467,20202,wintel engineer,12290,,,
11468,20204,it head,5517,,,
11469,20206,consultant technical,2071,,,
11470,20208,microsoft dynamics d365 developer,6663,,,
11471,20211,junior system engineer,5877,,,
11472,20213,global service delivery manager,4005,,,
11473,20214,service delivery,10142,,,
11474,20215,incident management coordinator,5100,,,
11475,20223,cybersecurity solution architect,2705,,,
11476,20224,principal it specialist,7478,,,
11477,20225,operations lead (associate - senior security operations specialist),7006,,,
11478,20226,process engineer operations manager,7544,,,
11479,20227,sr. systems engineer,10784,,,
11480,20228,network administrator ii,6772,,,
11481,20229,information systems researcher ii,5178,,,
11482,20230,hr manager - business partner,4613,,,
11483,20234,hr services representative,4750,,,
11484,20235,sr hr generalist,10664,,,
11485,20236,cloudops hybrid cloud,1853,,,
11486,20237,unix administrator,12026,,,
11487,20238,unix admin,12025,,,
11488,20241,software developer level i,10376,,,
11489,20243,software programmer intern,10449,,,
11490,20244,salesforce functional consultant,8960,,,
11491,20245,subject matter expert for intuit quickbooks,10915,,,
11492,20246,salesforce standard senior frontline support,8961,,,
11493,20247,"director, philippines hr lead for dxc technology ",3086,,,
11494,20248,"director, country talent acquisition strategy & transformation lead at optum (united health group)",3072,,,
11495,20249,"country talent supply chain lead and gu recruitment director of accenture, in the philippines",2335,,,
11496,20250,talent supply chain lead for technology - accenture philippines ,11271,,,
11497,20251,"field hr lead for technology, senior manager - accenture philippines",3550,,,
11498,20252,pcmm® program lead – gdn for technology in the philippines,7261,,,
11499,20253,"country employee relations & policies lead, senior manager",2315,,,
11500,20254,"philippines hr service excellence and compliance lead, senior manager",7327,,,
11501,20255,hr process and standards manager,4674,,,
11502,20257,hr process and standards senior specialist,4675,,,
11503,20258,hr process and standards specialist,4676,,,
11504,20259,"hr representative, analyst",4721,,,
11505,20260,hr supervisor and registrar,4797,,,
11506,20266,program head coordinator for bs information system,7839,,,
11507,20268,wintel delivery lead,12289,,,
11508,20269,windows server design and consulting analyst,12283,,,
11509,20276,information technology system administrator,5208,,,
11510,20277,operations lead for events detection and notification,7009,,,
11511,20278,monitoring engineer,6722,,,
11512,20279,ito lead administrative assistant,5651,,,
11513,20290,erep,3359,,,
11514,20293,accounts payable and cash management accountant,206,,,
11515,20297,"edi european market services lead (germany, austria, switzerland, spain & portugal)",3177,,,
11516,20298,brand marketing and communications consultant (project-based),1263,,,
11517,20299,customer engagement executive (client sales advisor),2492,,,
11518,20300,branding and corporate communications lead,1275,,,
11519,20301,marketing and corporate communications manager (consultancy),6467,,,
11520,20302,talent community marketing manager (project-based),11242,,,
11521,20303,marketing communications manager (consultancy),6491,,,
11522,20304,enterprise supplies sales program manager,3337,,,
11523,20305,commercial business development representative and mid-market account specialist,1932,,,
11524,20306,"marketing, planning and business development officer",6542,,,
11525,20308,"marketing services supervisor, head of customer management group and market research analyst",6534,,,
11526,20309,marketing communications administrator,6487,,,
11527,20310,local store marketing assistant,6171,,,
11528,20314,manager application architecture,6325,,,
11529,20315,solutions/application architect,10501,,,
11530,20316,solutions designer/team leader,10493,,,
11531,20318,project consultant,7902,,,
11532,20320,avp/ team leader,1119,,,
11533,20322,wintel and vmware engineer and cloud engineer,12287,,,
11534,20330,desktop support,2946,,,
11535,20333,data quality tester,2794,,,
11536,20334,tech lead - wintel sabre,11443,,,
11537,20335,team lead - unix build,11341,,,
11538,20336,team lead - wintel build,11346,,,
11539,20337,ito systems engineer,5665,,,
11540,20339,wintel - vmware administrator,12286,,,
11541,20340,computing platform and network engineer,2040,,,
11542,20341,network and systems administrator,6777,,,
11543,20348,microsoft dynamics ax functional consultant,6662,,,
11544,20349,implementation analyst,5065,Technology,Software as a Service (SaaS) Development,600000.0
11545,20350,r & d engineer,8277,,,
11546,20351,business application specialist,1340,,,
