,skill,skill_code
31461,java certified programmer,3258
31462,c# programmer,819
31463,visual basic programmer,6703
31464,c++ programmer,823
31483,amadeus,233
31485,amadeus gds,234
31489,graphql,2626
31520,literary criticism,3559
31522,redis,5138
31523,.net 5,13
31524,restify,5232
31525,expressjs,2223
31538,mocha (javascript framework),3949
31539,chai.js,942
31579,apis,320
31584,google maps,2593
31605,salesforce training,5384
31610,writing communication skills,6919
31625,microsoft sharepoint,3891
31629,onedrive for business,4230
31630,microsoft onedrive,3871
31634,jpa,3319
31635,javaserver faces (jsf),3275
31637,java 8,3256
31640,javaee,3270
31644,apache nifi,311
31645,enterprise javabeans (ejb),2067
31646,representational state transfer (rest),5191
31649,swagger api,6153
31669,retrofit,5247
31689,basic database,563
31691,cakephp,835
31702,point of sale (pos) systems,4649
31707,mac,3617
31729,program coordination,4893
31730,genesys,2520
31764,email clients,1948
31765,call processing,850
31788,figure drawing,2286
31801,business systems analysis,804
31805,functional specifications,2467
31812,gap analysis,2494
31814,operational process analysis,4284
31815,business analysis planning & monitoring,742
31837,google spanner,2599
31852,complaint investigations,1163
31853,product complaints,4820
31856,deviation management,1736
31857,change control,944
31870,lambda expressions,3428
31875,infragistics,2992
31885,windows azure,6836
31890,atlassian suite,430
31891,fintech,2349
31923,executive reporting,2200
31924,project governance,4923
31941,angular 2,276
31947,node js,4136
31956,maximo,3741
31957,jython,3333
31963,switchgear,6161
31976,coaching sustainment ,1083
31994,voip,6725
32017,clinical data entry and analysis,1044
32032,less,3513
32049,mvc 4,4034
32050,angular 5,278
32059,"• with knowledge in computer applications such as ms office (word, excel, and po",6987
32060,• able to multi task to save time and maximize work output.,6973
32061,• flexible. can work on different time shift.,6980
32069,email and desktop integration for salesforce,1945
32114,inventor,3123
32161,ldap,3444
32163,windows services,6855
32204,"• excellent soft skill, communications skills (voice & email)",6979
32205,• technical support / helpdesk (level 1 and level 2),6986
32206,"• efficient worker, fast and organized, can work under pressure with less or wi",6977
32207,"• email client setup/configuration – microsoft office outlook 2003, 2007& 2010,",6978
32208,"• knowledge on active directory, sap,rsa console, cisco unity tool, exchange man",6982
32209,• knowledge and experience with windows and macintosh operating systems – window,6981
32212,broadcasting,708
32264,vendor relationship management,6652
32268,s4 hana,5316
32285,xcode,6935
32289,os x,4406
32292,sap integration,5480
32297,azure functions,505
32320,counseling programs ,1401
32321,teambuilding facilitation,6273
32322, training needs assessment creative team leadership quantitative & qualitative ,7
32323,total quality management-quality training based curriculum,6432
32324,leadership training modules ,3461
32335,medical claims,3768
32337,prior authorization,4748
32365,microsoft dynamics nav,3855
32388,user experience design,6591
32398,angular 4,277
32406,asp.net core web api,403
32407,asp.net web core,408
32408,asp.net mvc core,405
32410,asp.net web forms,409
32455,javabeans,3269
32560,curriculum,1492
32566,interpreting data,3109
32577,training coordination,6462
32585,amazon dynamodb,238
32592,tester,6382
32596,process quality improvement,4803
32609,customer follow-up,1505
32627,collection support,1102
32631,csat,1477
32632,one on one,4229
32679,sqa,5953
32692,svn,6151
32700,rfp,5271
32718,rfi,5270
32738,graphics editing,2624
32751,force.com,2422
32757,sfdc,5702
32758,salesforce.com certified administrator,5388
32826,professional services,4870
32877,informatica mdm,2977
32881,informatica master data management,2976
32886,business objects data integrator,773
32890,medication therapy management,3784
32894,clinical pharmacy,1050
32895,community pharmacy,1136
32907,automation development,464
32908,object oriented programming,4172
32915,cascading style sheets,892
32916,adobe flash,152
32933,administrative capabilities,134
32934,administrative work,137
32935,lead others,3452
32976,neuro-linguistic programming (nlp),4100
32983,xunit,6949
33010,chatter,963
33021,salesforce lightning platform,5380
33044,spanish translation,5904
33045,spanish teaching,5903
33047,spanish literature,5901
33065,hl7,2737
33086,transaction monitoring,6473
33089,qf-test,5014
33095,vector illustration,6636
33096,extra view,2229
33097,software qa testing,5845
33115,newsletters,4120
33117,flow charts,2395
33118,email archiving,1946
33176,fortinet,2433
33177,portable displays,4663
33179,starpos,5999
33216,jquery ui,3322
33242,electrical contracting,1912
33300,it service delivery,3220
33302,arabic,360
33307,software sales,5848
33309,hp service desk,2777
33320,xamarin forms,6929
33321,nhibernate,4127
33322,moq,3969
33393,process consulting,4775
33421,silverlight,5736
33434,talent developer,6215
33435,learning & development solutions,3482
33436,international schools,3082
33437,diplomacy,1780
33464,employee wellbeing,2005
33465,employee experience,1988
33466,employee wellness programs,2007
33468,data assimilation,1575
33507,infrastructure support,3001
33517,azure active directory,495
33518,cloud administration,1061
33531,powerbuilder,4694
33538,embarcadero,1958
33540,clipper,1055
33541,sybase adaptive server,6167
33542,sybase sql anywhere,6169
33543,dts,1848
33544,windows 2000,6830
33545,dbartisan,1652
33547,mvc framework,4035
33561,query writing,5046
33582,transformational leadership,6477
33613,sikuli,5735
33647,agile environment,197
33649,algorithms,225
33655,enterprise mobility,2068
33667,u.s. health insurance portability and accountability act (hipaa),6530
33671,autosys,472
33681,airline ticketing,216
33682,gds,2505
33686,flights,2394
33734,toeic,6426
33737,platform as a service (paas),4636
33738,azure infrastructure as a service (iaas),506
33747,training program development,6467
33748,project & data management,4912
33749,analytical and critical thinking,259
33758,virtual learning expertise,6687
33759,software support experience,5850
33760,crm experience (salesforce & oracle),1460
33761,benefits & payroll administration,600
33798,desktop application development,1719
33840,creative skill,1422
33841,programming knowledge,4906
33858,contact center operations,1280
33889,black box testing,639
33894,bug tracking,726
33901,mobile,3925
33917,rdbms,5087
33925,argus safety,377
33926,meddra,3756
33947,spelling,5920
33960,java developer,3259
33961,secs/gem protocol,5612
33962,equipment maintenance engineer,2102
33965,semiconductor industry,5649
33968,change project management,947
33969,semiconductor process,5650
33994,xaml,6931
33995,xpath,6944
33996,ado.net,138
33999,digital analytics,1752
34002,informatica developer,2974
34003,informatica designer,2973
34005,workers compensation,6894
34008,medicare,3782
34022,telephone skills,6343
34114,email support,1956
34127,circuit designing,985
34128,computer networks,1203
34129,arduino programming,374
34132,computer language literate,1195
34133,printed circuit board development,4744
34152,ant design,294
34163,openlayers,4264
34208,outage management,4416
34214,wicket,6819
34249,quickbase,5049
34255,apollo gds,321
34268,struts 2.0,6091
34322,workbench,6882
34341,microsoft sway,3895
34355,voice of the customer,6723
34356,six sigma yellow belt,5754
34376,google merchant center,2595
34377,intuit proseries,3122
34396,company presentations,1139
34397,company secretarial work,1140
34398,employee grievance,1990
34419,new hire management,4106
34420,employee development program,1986
34426,situational leadership,5750
34446,react hooks,5090
34451,web api,6765
34458,t-sql,6202
34477,excellent verbal and written communication skills,2190
34479,computer literacy with above -average typing speed,1197
34480,ability to multi-task prioritize and manage time effectively,55
34481,customer orientation and ability to adapt/respond to different types of characters ,1514
34482,ability to calm irate anxious or grieving customer,52
34504,drupal,1847
34510,database testing,1641
34524,workers' compensation claims,6895
34529,recruitment training,5132
34530,product ordering,4840
34536,order tracking,4377
34544,edge,1887
34564,chrome developer tools,978
34565,openerp,4262
34566,odoo,4185
34571,computers,1221
34593,mental health,3792
34600,performing arts,4534
34640,owasp,4425
34647,glassfish,2539
34662,social media content creation,5799
34726,red hat linux,5137
34733,sparx enterprise architect,5907
34734,j2ee web services,3245
34737,kibana,3368
34791,social games,5792
34793,at multitasking,428
34798,wealth management,6761
34799,emergency medical services (ems),1973
34821,applied sciences,354
34848,angular command line interface (cli),282
34849,dialogflow api,1746
34863,ethical hacking,2144
34864,computer technician,1213
34868,penetration testing,4507
34879,embedded c++,1960
34895,adobe after effects,141
34896,adobe experience design,149
34897,adobe bridge,144
34902,ui/ux design,6539
34929,quality center,5028
34957,extreme programming,2231
34975,onpage seo,4245
34989,fraud investigations,2441
34991,workflow optimization,6897
34992,liasoning,3518
34994,feedback management,2272
34999,real-time monitoring,5107
35020,google material design,2594
35037,bigfix,621
35042,apache kafka,309
35044,apigee,318
35062,retirement planning,5246
35072,mindfulness,3917
35143,global service management,2553
35153,indirect purchasing,2952
35208,virtual events,6686
35216,community health nursing,1133
35226,multi-cultural team leadership,4016
35230,action plan development,106
35259,group decision making,2634
35274,wildfly,6823
35311,general insurance,2512
35312,property & casualty insurance,4951
35314,claim,1016
35349,disbursement,1788
35364,sap mdm,5496
35398,postman,4680
35418,project charter,4914
35435,ftp,2457
35443,microsoft bot framework,3843
35445,sourcetree,5889
35447,microsoft azure devops,3838
35452,.net 6,14
35472,grunt,2642
35474,template creation,6347
35485,sip,5742
35490,telephony,6344
35510,short sales,5720
35517,access database,71
35560,sprinklr,5947
35571,instagram,3015
35595,solutions design,5879
35606,magento,3633
35614,microsoft dynamics,3848
35623,youtube analytics,6963
35691,performance measurement,4528
35705,desktop administration,1718
35717,process assessment,4772
35765,outbound marketing,4417
35791,prescription drugs,4712
35796,compounding medicine,1175
35810,p&l analysis,4429
35823, key performance indicators,2
35833,ooad,4249
35834,offshore,4201
35838,system migration,6191
35839,reviews,5258
35848,making coffee,3648
35850,profile creation,4884
35851,profile development,4885
35852,profiles,4887
35856,salesforce vlocity,5385
35887,nursing practice,4161
35890,icd,2906
35891,cpt,1411
35899,health information management,2691
